ID,revolutions,humidity,vibration
433,66.638,74.898,10.95
433,66.637,74.898,10.95
433,66.635,74.898,10.96
434,66.634,74.898,10.96
434,66.633,74.898,96
434,66.631,74.898,10.96
434,66.63,74.898,10.96
434,66.628,74.898,10.97
434,66.627,74.898,10.97
434,66.625,74.898,97
434,66.624,74.898,10.97
434,66.623,74.898,10.97
434,66.621,74.898,10.98
434,66.62,74.898,10.98
434,66.618,74.898,98
434,66.617,74.899,10.98
434,66.615,74.899,10.98
434,66.614,74.899,10.99
434,66.613,74.899,10.99
434,66.611,74.899,99
434,66.61,74.899,10.99
434,66.608,74.899,10.99
434,66.607,74.899,11
434,66.605,74.899,11
434,66.604,74.899,11
434,66.603,74.899,11
434,66.601,74.899,11
434,66.6,74.899,11.01
434,66.598,74.899,11.01
434,66.597,74.899,11
434,66.595,74.899,11.01
434,66.594,74.899,11.01
434,66.593,74.899,11.02
434,66.591,74.899,11.02
434,66.59,74.899,11
434,66.588,74.9,11.02
434,66.587,74.9,11.02
434,66.585,74.9,11.03
434,66.584,74.9,11.03
434,66.583,74.9,11
434,66.581,74.9,11.03
434,66.58,74.9,11.03
434,66.578,74.9,11.04
434,66.577,74.9,11.04
434,66.575,74.9,11
434,66.574,74.9,11.04
434,66.573,74.9,11.04
434,66.571,74.9,11.05
434,66.57,74.9,11.05
434,66.568,74.9,11
434,66.567,74.9,11.05
434,66.565,74.9,11.05
434,66.564,74.9,11.06
434,66.563,74.9,11.06
434,66.561,74.901,11
434,66.56,74.901,11.06
434,66.558,74.901,11.06
434,66.557,74.901,11.07
434,66.555,74.901,11.07
434,66.554,74.901,11
434,66.553,74.901,11.07
434,66.551,74.901,11.07
434,66.55,74.901,11.08
435,66.548,74.901,11.08
435,66.547,74.901,11
435,66.545,74.901,11.08
435,66.544,74.901,11.08
435,66.543,74.901,11.09
435,66.541,74.901,11.09
435,66.54,74.901,11
435,66.538,74.901,11.09
435,66.537,74.901,11.09
435,66.535,74.901,11.1
435,66.534,74.901,11.1
435,66.533,74.901,11
435,66.531,74.902,11.1
435,66.53,74.902,11.1
435,66.528,74.902,11.11
435,66.527,74.902,11.11
435,66.525,74.902,11
435,66.524,74.902,11.11
435,66.523,74.902,11.11
435,66.521,74.902,11.12
435,66.52,74.902,11.12
435,66.518,74.902,11
435,66.517,74.902,11.12
435,66.515,74.902,11.12
435,66.514,74.902,11.13
435,66.513,74.902,11.13
435,66.511,74.902,
435,66.51,74.902,11.13
435,66.508,74.902,11.13
435,66.507,74.902,11.14
435,66.505,74.902,11.14
435,66.504,74.903,
435,66.503,74.903,11.14
435,66.501,74.903,11.14
435,66.5,74.903,11.15
435,66.498,74.903,11.15
435,66.497,74.903,
435,66.495,74.903,11.15
435,66.494,74.903,11.15
435,66.493,74.903,11.16
435,66.491,74.903,11.16
435,66.49,74.903,
435,66.488,74.903,11.16
435,66.487,74.903,11.16
435,66.485,74.903,11.17
435,66.484,74.903,11.17
435,66.483,74.903,
435,66.481,74.903,11.17
435,66.48,74.903,11.17
435,66.478,74.903,11.18
435,66.477,74.903,11.18
435,66.475,74.904,
435,66.474,74.904,11.18
435,66.473,74.904,11.18
435,66.471,74.904,11.19
435,66.47,74.904,11.19
435,66.468,74.904,
435,66.467,74.904,11.19
435,66.465,74.904,11.19
435,66.464,74.904,11.2
436,66.463,74.904,11.2
436,66.461,74.904,11
436,66.46,74.904,11.2
436,66.458,74.904,11.2
436,66.457,74.904,11.21
436,66.455,74.904,11.21
436,66.454,74.904,
436,66.453,74.904,11.21
436,66.451,74.904,11.21
436,66.45,74.904,11.22
436,66.448,74.904,11.22
436,66.447,74.904,
436,66.445,74.905,11.22
436,66.444,74.905,11.22
436,66.443,74.905,11.23
436,66.441,74.905,11.23
436,66.44,74.905,
436,66.438,74.905,11.23
436,66.437,74.905,11.23
436,66.435,74.905,11.24
436,66.434,74.905,11.24
436,66.433,74.905,
436,66.431,74.905,11.24
436,66.43,74.905,11.24
436,66.428,74.905,11.25
436,66.427,74.905,11.25
436,66.425,74.905,
436,66.424,74.905,11.25
436,66.423,74.905,11.25
436,66.421,74.905,11.26
436,66.42,74.905,11.26
436,66.418,74.906,
436,66.417,74.906,11.26
436,66.416,74.906,11.26
436,66.414,74.906,11.27
436,66.413,74.906,11.27
436,66.411,74.906,
436,66.41,74.906,11.27
436,66.408,74.906,11.27
436,66.407,74.906,11.28
436,66.406,74.906,11.28
436,66.404,74.906,
436,66.403,74.906,11.28
436,66.401,74.906,11.28
436,66.4,74.906,11.29
436,66.398,74.906,11.29
436,66.397,74.906,
436,66.396,74.906,11.29
436,66.394,74.906,11.29
436,66.393,74.906,11.3
436,66.391,74.906,11.3
436,66.39,74.906,11
436,66.388,74.907,11.3
436,66.387,74.907,11.3
436,66.386,74.907,11.31
436,66.384,74.907,11.31
436,66.383,74.907,
436,66.381,74.907,11.31
436,66.38,74.907,11.31
436,66.378,74.907,11.32
437,66.377,74.907,11.32
437,66.376,74.907,
437,66.374,74.907,11.32
437,66.373,74.907,11.32
437,66.371,74.907,11.33
437,66.37,74.907,11.33
437,66.368,74.907,
437,66.367,74.907,11.33
437,66.366,74.907,11.33
437,66.364,74.907,11.34
437,66.363,74.907,11.34
437,66.361,74.907,
437,66.36,74.908,11.34
437,66.358,74.908,11.34
437,66.357,74.908,11.35
437,66.356,74.908,11.35
437,66.354,74.908,
437,66.353,74.908,11.35
437,66.351,74.908,11.35
437,66.35,74.908,11.36
437,66.348,74.908,11.36
437,66.347,74.908,
437,66.346,74.908,11.36
437,66.344,74.908,11.36
437,66.343,74.908,11.37
437,66.341,74.908,11.37
437,66.34,74.908,
437,66.338,74.908,11.37
437,66.337,74.908,11.37
437,66.336,74.908,11.38
437,66.334,74.908,11.38
437,66.333,74.909,
437,66.331,74.909,11.38
437,66.33,74.909,11.38
437,66.328,74.909,11.39
437,66.327,74.909,11.39
437,66.326,74.909,
437,66.324,74.909,11.39
437,66.323,74.909,11.39
437,66.321,74.909,11.4
437,66.32,74.909,11.4
437,66.318,74.909,11
437,66.317,74.909,11.4
437,66.316,74.909,11.4
437,66.314,74.909,11.41
437,66.313,74.909,11.41
437,66.311,74.909,
437,66.31,74.909,11.41
437,66.308,74.909,11.41
437,66.307,74.909,11.42
437,66.306,74.909,11.42
437,66.304,74.91,
437,66.303,74.91,11.42
437,66.301,74.91,11.42
437,66.3,74.91,11.43
437,66.298,74.91,11.43
437,66.297,74.91,
437,66.296,74.91,11.43
437,66.294,74.91,11.43
437,66.293,74.91,11.44
438,66.291,74.91,11.44
438,66.29,74.91,
438,66.288,74.91,11.44
438,66.287,74.91,11.44
438,66.286,74.91,11.45
438,66.284,74.91,11.45
438,66.283,74.91,
438,66.281,74.91,11.45
438,66.28,74.91,11.45
438,66.278,74.91,11.46
438,66.277,74.91,11.46
438,66.276,74.91,
438,66.274,74.911,11.46
438,66.273,74.911,11.46
438,66.271,74.911,11.47
438,66.27,74.911,11.47
438,66.268,74.911,
438,66.267,74.911,11.47
438,66.266,74.911,11.47
438,66.264,74.911,11.48
438,66.263,74.911,11.48
438,66.261,74.911,
438,66.26,74.911,11.48
438,66.258,74.911,11.48
438,66.257,74.911,11.49
438,66.256,74.911,11.49
438,66.254,74.911,
438,66.253,74.911,11.49
438,66.251,74.911,11.49
438,66.25,74.911,11.5
438,66.248,74.911,11.5
438,66.247,74.912,11
438,66.246,74.912,11.5
438,66.244,74.912,11.5
438,66.243,74.912,11.51
438,66.241,74.912,11.51
438,66.24,74.912,
438,66.238,74.912,11.51
438,66.237,74.912,11.51
438,66.236,74.912,11.52
438,66.234,74.912,11.52
438,66.233,74.912,
438,66.231,74.912,11.52
438,66.23,74.912,11.52
438,66.228,74.912,11.53
438,66.227,74.912,11.53
438,66.226,74.912,
438,66.224,74.912,11.53
438,66.223,74.912,11.53
438,66.221,74.912,11.54
438,66.22,74.912,11.54
438,66.218,74.913,
438,66.217,74.913,11.54
438,66.216,74.913,11.54
438,66.214,74.913,11.55
438,66.213,74.913,11.55
438,66.211,74.913,
438,66.21,74.913,11.55
438,66.208,74.913,11.55
438,66.207,74.913,11.56
439,66.206,74.913,11.56
439,66.204,74.913,
439,66.203,74.913,11.56
439,66.201,74.913,11.56
439,66.2,74.913,11.57
439,66.198,74.913,11.57
439,66.197,74.913,
439,66.196,74.913,11.57
439,66.194,74.913,11.57
439,66.193,74.913,11.58
439,66.191,74.913,11.58
439,66.19,74.913,
439,66.188,74.914,11.58
439,66.187,74.914,11.58
439,66.186,74.914,11.59
439,66.184,74.914,11.59
439,66.183,74.914,
439,66.181,74.914,11.59
439,66.18,74.914,11.59
439,66.178,74.914,11.6
439,66.177,74.914,11.6
439,66.176,74.914,11
439,66.174,74.914,11.6
439,66.173,74.914,11.6
439,66.171,74.914,11.61
439,66.17,74.914,11.61
439,66.168,74.914,
439,66.167,74.914,11.61
439,66.166,74.914,11.61
439,66.164,74.914,11.62
439,66.163,74.914,11.62
439,66.161,74.915,
439,66.16,74.915,11.62
439,66.158,74.915,11.62
439,66.157,74.915,11.63
439,66.156,74.915,11.63
439,66.154,74.915,
439,66.153,74.915,11.63
439,66.151,74.915,11.63
439,66.15,74.915,11.64
439,66.148,74.915,11.64
439,66.147,74.915,
439,66.146,74.915,11.64
439,66.144,74.915,11.64
439,66.143,74.915,11.65
439,66.141,74.915,11.65
439,66.14,74.915,
439,66.138,74.915,11.65
439,66.137,74.915,11.65
439,66.136,74.915,11.66
439,66.134,74.915,11.66
439,66.133,74.916,
439,66.131,74.916,11.66
439,66.13,74.916,11.66
439,66.128,74.916,11.67
439,66.127,74.916,11.67
439,66.126,74.916,
439,66.124,74.916,11.67
439,66.123,74.916,11.67
439,66.121,74.916,11.68
440,66.12,74.916,11.68
440,66.118,74.916,
440,66.117,74.916,11.68
440,66.116,74.916,11.68
440,66.114,74.916,11.69
440,66.113,74.916,11.69
440,66.111,74.916,
440,66.11,74.916,11.69
440,66.108,74.916,11.69
440,66.107,74.916,11.7
440,66.106,74.916,11.7
440,66.104,74.916,11
440,66.103,74.917,11.7
440,66.101,74.917,11.7
440,66.1,74.917,11.71
440,66.098,74.917,11.71
440,66.097,74.917,
440,66.096,74.917,11.71
440,66.094,74.917,11.71
440,66.093,74.917,11.72
440,66.091,74.917,11.72
440,66.09,74.917,
440,66.088,74.917,11.72
440,66.087,74.917,11.72
440,66.086,74.917,11.73
440,66.084,74.917,11.73
440,66.083,74.917,
440,66.081,74.917,11.73
440,66.08,74.917,11.73
440,66.078,74.917,11.74
440,66.077,74.917,11.74
440,66.076,74.918,
440,66.074,74.918,11.74
440,66.073,74.918,11.74
440,66.071,74.918,11.75
440,66.07,74.918,11.75
440,66.069,74.918,
440,66.067,74.918,11.75
440,66.066,74.918,11.75
440,66.064,74.918,11.76
440,66.063,74.918,11.76
440,66.061,74.918,
440,66.06,74.918,11.76
440,66.059,74.918,11.76
440,66.057,74.918,11.77
440,66.056,74.918,11.77
440,66.054,74.918,
440,66.053,74.918,11.77
440,66.051,74.918,11.77
440,66.05,74.918,11.78
440,66.049,74.918,11.78
440,66.047,74.919,
440,66.046,74.919,11.78
440,66.044,74.919,11.78
440,66.043,74.919,11.79
440,66.041,74.919,11.79
440,66.04,74.919,
440,66.039,74.919,11.79
440,66.037,74.919,11.79
440,66.036,74.919,11.8
441,66.034,74.919,11.8
441,66.033,74.919,11
441,66.031,74.919,11.8
441,66.03,74.919,11.8
441,66.029,74.919,11.81
441,66.027,74.919,11.81
441,66.026,74.919,
441,66.024,74.919,11.81
441,66.023,74.919,11.81
441,66.021,74.919,11.82
441,66.02,74.919,11.82
441,66.019,74.92,
441,66.017,74.92,11.82
441,66.016,74.92,11.82
441,66.014,74.92,11.83
441,66.013,74.92,11.83
441,66.011,74.92,
441,66.01,74.92,11.83
441,66.009,74.92,11.83
441,66.007,74.92,11.84
441,66.006,74.92,11.84
441,66.004,74.92,
441,66.003,74.92,11.84
441,66.001,74.92,11.84
441,66,74.92,11.85
441,65.999,74.92,11.85
441,65.997,74.92,
441,65.996,74.92,11.85
441,65.994,74.92,11.85
441,65.993,74.92,11.86
441,65.991,74.92,11.86
441,65.99,74.921,
441,65.989,74.921,11.86
441,65.987,74.921,11.86
441,65.986,74.921,11.87
441,65.984,74.921,11.87
441,65.983,74.921,
441,65.981,74.921,11.87
441,65.98,74.921,11.87
441,65.979,74.921,11.88
441,65.977,74.921,11.88
441,65.976,74.921,
441,65.974,74.921,11.88
441,65.973,74.921,11.88
441,65.971,74.921,11.89
441,65.97,74.921,11.89
441,65.969,74.921,
441,65.967,74.921,11.89
441,65.966,74.921,11.89
441,65.964,74.921,11.9
441,65.963,74.921,11.9
441,65.961,74.922,11
441,65.96,74.922,11.9
441,65.959,74.922,11.9
441,65.957,74.922,11.91
441,65.956,74.922,11.91
441,65.954,74.922,
441,65.953,74.922,11.91
441,65.951,74.922,11.91
441,65.95,74.922,11.92
442,65.949,74.922,11.92
442,65.947,74.922,
442,65.946,74.922,11.92
442,65.944,74.922,11.92
442,65.943,74.922,11.93
442,65.941,74.922,11.93
442,65.94,74.922,
442,65.939,74.922,11.93
442,65.937,74.922,11.93
442,65.936,74.922,11.94
442,65.934,74.922,11.94
442,65.933,74.922,
442,65.931,74.923,11.94
442,65.93,74.923,11.94
442,65.929,74.923,11.95
442,65.927,74.923,11.95
442,65.926,74.923,
442,65.924,74.923,11.95
442,65.923,74.923,11.95
442,65.921,74.923,11.96
442,65.92,74.923,11.96
442,65.919,74.923,
442,65.917,74.923,11.96
442,65.916,74.923,11.96
442,65.914,74.923,11.97
442,65.913,74.923,11.97
442,65.911,74.923,
442,65.91,74.923,11.97
442,65.909,74.923,11.97
442,65.907,74.923,11.98
442,65.906,74.923,11.98
442,65.904,74.924,
442,65.903,74.924,11.98
442,65.901,74.924,11.98
442,65.9,74.924,11.99
442,65.899,74.924,11.99
442,65.897,74.924,
442,65.896,74.924,11.99
442,65.894,74.924,11.99
442,65.893,74.924,12
442,65.891,74.924,12
442,65.89,74.924,12
442,65.889,74.924,12
442,65.887,74.924,12
442,65.886,74.924,12.01
442,65.884,74.924,12.01
442,65.883,74.924,12
442,65.881,74.924,12.01
442,65.88,74.924,12.01
442,65.879,74.924,12.02
442,65.877,74.924,12.02
442,65.876,74.925,12
442,65.874,74.925,12.02
442,65.873,74.925,12.02
442,65.871,74.925,12.03
442,65.87,74.925,12.03
442,65.869,74.925,12
442,65.867,74.925,12.03
442,65.866,74.925,12.03
442,65.864,74.925,12.04
443,65.863,74.925,12.04
443,65.861,74.925,12
443,65.86,74.925,12.04
443,65.859,74.925,12.04
443,65.857,74.925,12.05
443,65.856,74.925,12.05
443,65.854,74.925,12
443,65.853,74.925,12.05
443,65.851,74.925,12.05
443,65.85,74.925,12.06
443,65.849,74.926,12.06
443,65.847,74.926,12
443,65.846,74.926,12.06
443,65.844,74.926,12.06
443,65.843,74.926,12.07
443,65.841,74.926,12.07
443,65.84,74.926,12
443,65.839,74.926,12.07
443,65.837,74.926,12.07
443,65.836,74.926,12.08
443,65.834,74.926,12.08
443,65.833,74.926,12
443,65.831,74.926,12.08
443,65.83,74.926,12.08
443,65.829,74.926,12.09
443,65.827,74.926,12.09
443,65.826,74.926,12
443,65.824,74.926,12.09
443,65.823,74.926,12.09
443,65.821,74.926,12.1
443,65.82,74.927,12.1
443,65.819,74.927,12
443,65.817,74.927,12.1
443,65.816,74.927,12.1
443,65.814,74.927,12.11
443,65.813,74.927,12.11
443,65.811,74.927,12
443,65.81,74.927,12.11
443,65.808,74.927,12.11
443,65.807,74.927,12.12
443,65.806,74.927,12.12
443,65.804,74.927,12
443,65.803,74.927,12.12
443,65.801,74.927,12.12
443,65.8,74.927,12.13
443,65.798,74.927,12.13
443,65.797,74.927,13
443,65.796,74.927,12.13
443,65.794,74.927,12.13
443,65.793,74.928,12.14
443,65.791,74.928,12.14
443,65.79,74.928,14
443,65.788,74.928,12.14
443,65.787,74.928,12.14
443,65.786,74.928,12.15
443,65.784,74.928,12.15
443,65.783,74.928,15
443,65.781,74.928,12.15
443,65.78,74.928,12.15
443,65.778,74.928,12.16
444,65.777,74.928,12.16
444,65.776,74.928,16
444,65.774,74.928,12.16
444,65.773,74.928,12.16
444,65.771,74.928,12.17
444,65.77,74.928,12.17
444,65.768,74.928,17
444,65.767,74.928,12.17
444,65.766,74.929,12.17
444,65.764,74.929,12.18
444,65.763,74.929,12.18
444,65.761,74.929,18
444,65.76,74.929,12.18
444,65.758,74.929,12.18
444,65.757,74.929,12.19
444,65.756,74.929,12.19
444,65.754,74.929,19
444,65.753,74.929,12.19
444,65.751,74.929,12.19
444,65.75,74.929,12.2
444,65.748,74.929,12.2
444,65.747,74.929,12
444,65.746,74.929,12.2
444,65.744,74.929,12.2
444,65.743,74.929,12.21
444,65.741,74.929,12.21
444,65.74,74.929,21
444,65.738,74.93,12.21
444,65.737,74.93,12.21
444,65.736,74.93,12.22
444,65.734,74.93,12.22
444,65.733,74.93,22
444,65.731,74.93,12.22
444,65.73,74.93,12.22
444,65.728,74.93,12.23
444,65.727,74.93,12.23
444,65.726,74.93,23
444,65.724,74.93,12.23
444,65.723,74.93,12.23
444,65.721,74.93,12.24
444,65.72,74.93,12.24
444,65.718,74.93,24
444,65.717,74.93,12.24
444,65.716,74.93,12.24
444,65.714,74.93,12.25
444,65.713,74.93,12.25
444,65.711,74.931,25
444,65.71,74.931,12.25
444,65.708,74.931,12.25
444,65.707,74.931,12.26
444,65.706,74.931,12.26
444,65.704,74.931,26
444,65.703,74.931,12.26
444,65.701,74.931,12.26
444,65.7,74.931,12.27
444,65.698,74.931,12.27
444,65.697,74.931,27
444,65.696,74.931,12.27
444,65.694,74.931,12.27
444,65.693,74.931,12.28
445,65.691,74.931,12.28
445,65.69,74.931,28
445,65.688,74.931,12.28
445,65.687,74.931,12.28
445,65.686,74.931,12.29
445,65.684,74.931,12.29
445,65.683,74.932,29
445,65.681,74.932,12.29
445,65.68,74.932,12.29
445,65.678,74.932,12.3
445,65.677,74.932,12.3
445,65.675,74.932,12
445,65.674,74.932,12.3
445,65.673,74.932,12.3
445,65.671,74.932,12.31
445,65.67,74.932,12.31
445,65.668,74.932,31
445,65.667,74.932,12.31
445,65.665,74.932,12.31
445,65.664,74.932,12.32
445,65.663,74.932,12.32
445,65.661,74.932,32
445,65.66,74.932,12.32
445,65.658,74.932,12.32
445,65.657,74.932,12.33
445,65.655,74.933,12.33
445,65.654,74.933,33
445,65.653,74.933,12.33
445,65.651,74.933,12.33
445,65.65,74.933,12.34
445,65.648,74.933,12.34
445,65.647,74.933,34
445,65.645,74.933,12.34
445,65.644,74.933,12.34
445,65.643,74.933,12.35
445,65.641,74.933,12.35
445,65.64,74.933,35
445,65.638,74.933,12.35
445,65.637,74.933,12.35
445,65.635,74.933,12.36
445,65.634,74.933,12.36
445,65.633,74.933,36
445,65.631,74.933,12.36
445,65.63,74.933,12.36
445,65.628,74.934,12.37
445,65.627,74.934,12.37
445,65.625,74.934,37
445,65.624,74.934,12.37
445,65.623,74.934,12.37
445,65.621,74.934,12.38
445,65.62,74.934,12.38
445,65.618,74.934,38
445,65.617,74.934,12.38
445,65.615,74.934,12.38
445,65.614,74.934,12.39
445,65.613,74.934,12.39
445,65.611,74.934,39
445,65.61,74.934,12.39
445,65.608,74.934,12.39
445,65.607,74.934,12.4
446,65.605,74.934,12.4
446,65.604,74.934,12
446,65.603,74.934,12.4
446,65.601,74.935,12.4
446,65.6,74.935,12.41
446,65.598,74.935,12.41
446,65.597,74.935,41
446,65.595,74.935,12.41
446,65.594,74.935,12.41
446,65.593,74.935,12.42
446,65.591,74.935,12.42
446,65.59,74.935,42
446,65.588,74.935,12.42
446,65.587,74.935,12.42
446,65.585,74.935,12.43
446,65.584,74.935,12.43
446,65.583,74.935,43
446,65.581,74.935,12.43
446,65.58,74.935,12.43
446,65.578,74.935,12.44
446,65.577,74.935,12.44
446,65.575,74.935,44
446,65.574,74.935,12.44
446,65.573,74.936,12.44
446,65.571,74.936,12.45
446,65.57,74.936,12.45
446,65.568,74.936,45
446,65.567,74.936,12.45
446,65.565,74.936,12.45
446,65.564,74.936,12.46
446,65.563,74.936,12.46
446,65.561,74.936,46
446,65.56,74.936,12.46
446,65.558,74.936,12.46
446,65.557,74.936,12.47
446,65.555,74.936,12.47
446,65.554,74.936,47
446,65.553,74.936,12.47
446,65.551,74.936,12.47
446,65.55,74.936,12.48
446,65.548,74.936,12.48
446,65.547,74.936,48
446,65.545,74.937,12.48
446,65.544,74.937,12.48
446,65.543,74.937,12.49
446,65.541,74.937,12.49
446,65.54,74.937,49
446,65.538,74.937,12.49
446,65.537,74.937,12.49
446,65.535,74.937,12.5
446,65.534,74.937,12.5
446,65.532,74.937,12
446,65.531,74.937,12.5
446,65.53,74.937,12.5
446,65.528,74.937,12.51
446,65.527,74.937,12.51
446,65.525,74.937,51
446,65.524,74.937,12.51
446,65.522,74.937,12.51
446,65.521,74.937,12.52
447,65.52,74.937,12.52
447,65.518,74.938,52
447,65.517,74.938,12.52
447,65.515,74.938,12.52
447,65.514,74.938,12.53
447,65.512,74.938,12.53
447,65.511,74.938,53
447,65.51,74.938,12.53
447,65.508,74.938,12.53
447,65.507,74.938,12.54
447,65.505,74.938,12.54
447,65.504,74.938,54
447,65.502,74.938,12.54
447,65.501,74.938,12.54
447,65.5,74.938,12.55
447,65.498,74.938,12.55
447,65.497,74.938,55
447,65.495,74.938,12.55
447,65.494,74.938,12.55
447,65.492,74.938,12.56
447,65.491,74.939,12.56
447,65.49,74.939,56
447,65.488,74.939,12.56
447,65.487,74.939,12.56
447,65.485,74.939,12.57
447,65.484,74.939,12.57
447,65.482,74.939,57
447,65.481,74.939,12.57
447,65.48,74.939,12.57
447,65.478,74.939,12.58
447,65.477,74.939,12.58
447,65.475,74.939,58
447,65.474,74.939,12.58
447,65.472,74.939,12.58
447,65.471,74.939,12.59
447,65.47,74.939,12.59
447,65.468,74.939,59
447,65.467,74.939,12.59
447,65.465,74.939,12.59
447,65.464,74.939,12.6
447,65.462,74.94,12.6
447,65.461,74.94,12
447,65.46,74.94,12.6
447,65.458,74.94,12.6
447,65.457,74.94,12.61
447,65.455,74.94,12.61
447,65.454,74.94,61
447,65.452,74.94,12.61
447,65.451,74.94,12.61
447,65.45,74.94,12.62
447,65.448,74.94,12.62
447,65.447,74.94,62
447,65.445,74.94,12.62
447,65.444,74.94,12.62
447,65.442,74.94,12.63
447,65.441,74.94,12.63
447,65.44,74.94,63
447,65.438,74.94,12.63
447,65.437,74.94,12.63
447,65.435,74.941,12.64
448,65.434,74.941,12.64
448,65.432,74.941,64
448,65.431,74.941,12.64
448,65.43,74.941,12.64
448,65.428,74.941,12.65
448,65.427,74.941,12.65
448,65.425,74.941,65
448,65.424,74.941,12.65
448,65.422,74.941,12.65
448,65.421,74.941,12.66
448,65.42,74.941,12.66
448,65.418,74.941,66
448,65.417,74.941,12.66
448,65.415,74.941,12.66
448,65.414,74.941,12.67
448,65.412,74.941,12.67
448,65.411,74.941,67
448,65.41,74.941,12.67
448,65.408,74.942,12.67
448,65.407,74.942,12.68
448,65.405,74.942,12.68
448,65.404,74.942,68
448,65.402,74.942,12.68
448,65.401,74.942,12.68
448,65.4,74.942,12.69
448,65.398,74.942,12.69
448,65.397,74.942,69
448,65.395,74.942,12.69
448,65.394,74.942,12.69
448,65.392,74.942,12.7
448,65.391,74.942,12.7
448,65.389,74.942,12
448,65.388,74.942,12.7
448,65.387,74.942,12.7
448,65.385,74.942,12.71
448,65.384,74.942,12.71
448,65.382,74.942,71
448,65.381,74.943,12.71
448,65.379,74.943,12.71
448,65.378,74.943,12.72
448,65.377,74.943,12.72
448,65.375,74.943,72
448,65.374,74.943,12.72
448,65.372,74.943,12.72
448,65.371,74.943,12.73
448,65.369,74.943,12.73
448,65.368,74.943,73
448,65.367,74.943,12.73
448,65.365,74.943,12.73
448,65.364,74.943,12.74
448,65.362,74.943,12.74
448,65.361,74.943,74
448,65.359,74.943,12.74
448,65.358,74.943,12.74
448,65.357,74.943,12.75
448,65.355,74.943,12.75
448,65.354,74.944,75
448,65.352,74.944,12.75
448,65.351,74.944,12.75
448,65.349,74.944,12.76
449,65.348,74.944,12.76
449,65.347,74.944,76
449,65.345,74.944,12.76
449,65.344,74.944,12.76
449,65.342,74.944,12.77
449,65.341,74.944,12.77
449,65.339,74.944,77
449,65.338,74.944,12.77
449,65.337,74.944,12.77
449,65.335,74.944,12.78
449,65.334,74.944,12.78
449,65.332,74.944,78
449,65.331,74.944,12.78
449,65.329,74.944,12.78
449,65.328,74.944,12.79
449,65.327,74.944,12.79
449,65.325,74.945,79
449,65.324,74.945,12.79
449,65.322,74.945,12.79
449,65.321,74.945,12.8
449,65.319,74.945,12.8
449,65.318,74.945,12
449,65.317,74.945,12.8
449,65.315,74.945,12.8
449,65.314,74.945,12.81
449,65.312,74.945,12.81
449,65.311,74.945,81
449,65.309,74.945,12.81
449,65.308,74.945,12.81
449,65.307,74.945,12.82
449,65.305,74.945,12.82
449,65.304,74.945,82
449,65.302,74.945,12.82
449,65.301,74.945,12.82
449,65.299,74.945,12.83
449,65.298,74.946,12.83
449,65.297,74.946,83
449,65.295,74.946,12.83
449,65.294,74.946,12.83
449,65.292,74.946,12.84
449,65.291,74.946,12.84
449,65.289,74.946,84
449,65.288,74.946,12.84
449,65.287,74.946,12.84
449,65.285,74.946,12.85
449,65.284,74.946,12.85
449,65.282,74.946,85
449,65.281,74.946,12.85
449,65.279,74.946,12.85
449,65.278,74.946,12.86
449,65.277,74.946,12.86
449,65.275,74.946,86
449,65.274,74.946,12.86
449,65.272,74.946,12.86
449,65.271,74.947,12.87
449,65.269,74.947,12.87
449,65.268,74.947,87
449,65.267,74.947,12.87
449,65.265,74.947,12.87
449,65.264,74.947,12.88
450,65.262,74.947,12.88
450,65.261,74.947,88
450,65.259,74.947,12.88
450,65.258,74.947,12.88
450,65.257,74.947,12.89
450,65.255,74.947,12.89
450,65.254,74.947,89
450,65.252,74.947,12.89
450,65.251,74.947,12.89
450,65.249,74.947,12.9
450,65.248,74.947,12.9
450,65.246,74.947,12
450,65.245,74.947,12.9
450,65.244,74.948,12.9
450,65.242,74.948,12.91
450,65.241,74.948,12.91
450,65.239,74.948,91
450,65.238,74.948,12.91
450,65.236,74.948,12.91
450,65.235,74.948,12.92
450,65.234,74.948,12.92
450,65.232,74.948,92
450,65.231,74.948,12.92
450,65.229,74.948,12.92
450,65.228,74.948,12.93
450,65.226,74.948,12.93
450,65.225,74.948,93
450,65.224,74.948,12.93
450,65.222,74.948,12.93
450,65.221,74.948,12.94
450,65.219,74.948,12.94
450,65.218,74.948,94
450,65.216,74.948,12.94
450,65.215,74.949,12.94
450,65.214,74.949,12.95
450,65.212,74.949,12.95
450,65.211,74.949,95
450,65.209,74.949,12.95
450,65.208,74.949,12.95
450,65.206,74.949,12.96
450,65.205,74.949,12.96
450,65.204,74.949,96
450,65.202,74.949,12.96
450,65.201,74.949,12.96
450,65.199,74.949,12.97
450,65.198,74.949,12.97
450,65.196,74.949,97
450,65.195,74.949,12.97
450,65.194,74.949,12.97
450,65.192,74.949,12.98
450,65.191,74.949,12.98
450,65.189,74.949,98
450,65.188,74.95,12.98
450,65.186,74.95,12.98
450,65.185,74.95,12.99
450,65.184,74.95,12.99
450,65.182,74.95,99
450,65.181,74.95,12.99
450,65.179,74.95,12.99
450,65.178,74.95,13
451,65.176,74.95,13
451,65.175,74.95,13
451,65.174,74.95,13
451,65.172,74.95,13
451,65.171,74.95,13.01
451,65.169,74.95,13.01
451,65.168,74.95,13
451,65.166,74.95,13.01
451,65.165,74.95,13.01
451,65.164,74.95,13.02
451,65.162,74.95,13.02
451,65.161,74.951,13
